"NAME","variable","percent"
"Beaverton city, Oregon","B01001_029",2.4049412102682
"Beaverton city, Oregon","B01001_030",1.75856196006813
"Beaverton city, Oregon","B01001_031",0.671003221636263
"Beaverton city, Oregon","B01001_032",0.531467383497835
"Beaverton city, Oregon","B01001_033",0.584819321609587
"Beaverton city, Oregon","B01001_034",2.25206738760183
"Beaverton city, Oregon","B01001_035",4.36357293825539
"Beaverton city, Oregon","B01001_036",4.65187860382082
"Beaverton city, Oregon","B01001_037",3.50173393798863
"Beaverton city, Oregon","B01001_038",2.87177066874602
"Beaverton city, Oregon","B01001_039",3.10364639977018
"Beaverton city, Oregon","B01001_040",3.32218414626639
"Beaverton city, Oregon","B01001_041",3.2134282724232
"Beaverton city, Oregon","B01001_042",1.38920238852523
"Beaverton city, Oregon","B01001_043",1.6190261219297
"Beaverton city, Oregon","B01001_044",0.886462971702953
"Beaverton city, Oregon","B01001_045",1.71547001005479
"Beaverton city, Oregon","B01001_046",2.15254550304722
"Beaverton city, Oregon","B01001_047",1.42203435044015
"Beaverton city, Oregon","B01001_048",1.00958282888392
"Beaverton city, Oregon","B01001_049",1.09063673486139
"Bethany CDP, Oregon","B01001_001",100
"Bethany CDP, Oregon","B01001_002",50.6506814222769
"Bethany CDP, Oregon","B01001_003",3.56935478361854
"Bethany CDP, Oregon","B01001_004",4.78532636540629
"Bethany CDP, Oregon","B01001_005",5.69047375072583
"Bethany CDP, Oregon","B01001_006",2.55832223246917
"Bethany CDP, Oregon","B01001_007",1.02469515319193
"Bethany CDP, Oregon","B01001_008",0.167366875021348
"Bethany CDP, Oregon","B01001_009",0.0785599617447143
"Bethany CDP, Oregon","B01001_010",0.502100625064043
"Bethany CDP, Oregon","B01001_011",2.89988728353315
"Bethany CDP, Oregon","B01001_012",2.59247873757557
"Bethany CDP, Oregon","B01001_013",3.75038426068245
"Bethany CDP, Oregon","B01001_014",5.94664753902381
"Bethany CDP, Oregon","B01001_015",5.36257130170441
"Bethany CDP, Oregon","B01001_016",3.23462103357584
"Bethany CDP, Oregon","B01001_017",2.28507019161799
"Bethany CDP, Oregon","B01001_018",1.09300816340472
"Bethany CDP, Oregon","B01001_019",0.983707347064248
"Bethany CDP, Oregon","B01001_020",0.614817091915155
"Bethany CDP, Oregon","B01001_021",0.618232742425795
"Bethany CDP, Oregon","B01001_022",0.82317177306418
"Bethany CDP, Oregon","B01001_023",0.867575229702497
"Bethany CDP, Oregon","B01001_024",0.96321344400041
"Bethany CDP, Oregon","B01001_025",0.239095535744783
"Bethany CDP, Oregon","B01001_026",49.3493185777231
"Bethany CDP, Oregon","B01001_027",2.47634662021382
"Bethany CDP, Oregon","B01001_028",4.82972982204461
"Bethany CDP, Oregon","B01001_029",4.57355603374663
"Bethany CDP, Oregon","B01001_030",2.10062506404345
"Bethany CDP, Oregon","B01001_031",0.908563035830174
"Bethany CDP, Oregon","B01001_032",0.163951224510708
"Bethany CDP, Oregon","B01001_033",0.368890255149093
"Bethany CDP, Oregon","B01001_034",0.888069132766335
"Bethany CDP, Oregon","B01001_035",2.82815862280971
"Bethany CDP, Oregon","B01001_036",2.82132732178843
"Bethany CDP, Oregon","B01001_037",5.17812617412986
"Bethany CDP, Oregon","B01001_038",4.58380298527855
